word,arti,contoh,bahasa
KENTO,buah waluh kuning yang masih muda,,
KENUR,tali,,Cakapan
KENYA,"negara yang terletak di Afrika Timur, beribu kota Nairobi",,
KENYI,lekas berasa sakit,,
KEONG,siput yang besar atau  atau,,
KEPAH,"kerang laut kecil, dagingnya biasa dikeringkan untuk dimakan",,
KEPAI,→ kapai,,
KEPAK,gendong pada rusuk,,
KEPAL,"gumpal (nasi, tanah, dan sebagainya) yang ditekan-tekan dengan genggaman tangan",,
KEPAM,"lembap dan mudah robek karena lama tersimpan atau tertutup rapat (tentang kain, sengkelat, dan sebagainya)",,
KEPAR,"kain cita yang bergaris-garis (berjalur-jalur) miring, terbuat dari kapas atau linen, biasanya digunakan untuk pakaian dalam",,
KEPAU,→ kepar,,
KEPEK,→ kempek,,
KEPEL,"pohon yang tingginya hingga 20 m, batangnya berbenjol-benjol, kulit batangnya berwarna cokelat tua, daunnya berbentuk jorong, lancip ke ujung, berwarna hijau tua, berkilap, bunganya berbentuk bundar atau jorong, dan wangi, biasanya menempel pada batang, bunga jantan berbentuk lonjong dan bergerombol, buahnya berbentuk bulat, kadang-kadang agak jorong, berwarna cokelat, berdaging manis, berbiji enam buah",,
KEPER,katun tipis yang kaku dan berwarna hitam,,
KEPET,sisa tahi yang menempel pada anus,,
KEPIK,→ kepek (2),,
KEPIL,berdampingan,,
KEPIR,membuang sesuatu yang lengket di jemari dengan cara mengibas-ngibaskan tangan,,Gayo
KEPIS,"bakul kecil tempat ikan yang baru ditangkap, biasanya digantungkan di pinggang pengail (penjala)",,
KEPIT,terimpit (tersepit) di antara lengan dan tubuh (di bawah ketiak) atau di antara dua jari,,
KEPOH,kaki yang bengkok ke arah dalam,,Sunda
KEPOK,→ kepoh,,
KEPOL,pergi,,Arkais
KEPOT,erot,,
KEPRI,Kepulauan Riau,,akronim
KEPUH,"cari: mengepuh, pengepuh",,prakategorial
KEPUK,bakul tempat nasi (beras dan sebagainya dari kulit kayu),,
KEPUL,gumpalan asap (awan) yang tampak tebal,,
KERAH,rodi,,
KERAI,"jalinan bilah (rotan, bambu, dan sebagainya) penutup pintu, jendela, dan sebagainya atau sebagai peneduh",,
KERAK,lapisan yang kering (keras) atau hangus yang melekat pada benda lain,,
KERAM,"cari: keraman, mengeram, pengeraman",,prakategorial
KERAN,tempat menyalakan api untuk memasak,,
KERAP,berkali-kali,ia -- datang ke rumahku,
KERAS,bakul tempat garam,,Jawa
KERAT,tiruan bunyi tupai menggerek kelapa,,
KERAU,bakul atau keranjang yang dibuat dari bilah-bilah bambu,,
KEREK,roda kecil bersumbu yang bertali atau berantai (untuk menaikturunkan barang),,
KEREN,tampak gagah dan tangkas,,
KEREP,menggigit atau mengunyah yang mengeluarkan bunyi seperti menggigit sesuatu yang garing,,Gayo
KERET,"keluarga luas dalam suku Biak Numfor, terdiri atas beberapa keluarga inti dari keturunan laki-laki",,Biak
KERIH,tiruan bunyi kera berteriak,,
KERIK,"tiruan bunyi “rik, rik” (tentang bunyi gesekan sayap jangkrik, barang yang dikerik, dan sebagainya)",,
KERIP,tiruan bunyi mengerik,,
KERIS,"senjata tajam bersarung, berujung tajam, dan bermata dua (bilahnya ada yang lurus, ada yang berkeluk-keluk)",,
KERIT,"tiruan bunyi “rit, rit”, seperti menggores dengan ujung pena, pisau",,
KERJA,kegiatan melakukan sesuatu,--nya makan dan minum saja,
KERMI,kerawit,,
KERNU,tempat mesiu yang terbuat dari tanduk,,Klasik
KEROH,tidak lurus hati,,
KEROK,tidak dapat menghitung (berpikir dan sebagainya) dengan baik,,
KEROM,kabupaten di Provinsi Papua,,
KERON,mahkota1,,Cakapan
KEROP,perawatan,,
KEROT,cari: kerang-kerot,,prakategorial
KERUH,buram karena kotor,,
KERUK,"bunyi seperti bunyi menggores, menggaruk, mengikir, dan sebagainya",,
KERUL,ikal (tentang rambut dan sebagainya),,Cakapan
KERUN,(gambar) mahkota,,Cakapan
KERUP,tiruan bunyi seperti bunyi yang timbul ketika mengunyah mentimun mentah dan sebagainya,,
KERUT,lipatan kulit (pada dahi dan sebagainya),apa yang terasa dalam hatinya terbayang pada -- dahinya,
KESAH,"suara yang diungkapkan karena perasaan gelisah (kesal, tidak senang, dan sebagainya)",,
KESAK,mengesak,,
KESAL,mendongkol,,
KESAM,dendam,,Arkais
KESAN,bekas (kaki dan sebagainya),di belakang rumah ditemukan -- kaki pencuri,
KESAT,kasar (apabila diraba),papan yang --,
KESEK,mengesek,,
KESEL,gosok,,
KESET,"pengesat kaki, terbuat dari sabut kelapa dan sebagainya",,
KESIK,bunyi seperti orang berbisik-bisik,,
KESIP,tidak berbiji (tentang buah),,
KESOT,"cari: berkesot, mengesot, terkesot-kesot",,prakategorial
KESRA,kesejahteraan rakyat,,akronim
KESUP,tiruan bunyi seperti bunyi isapan,,
KESUT,cari: terkesut-kesut,,prakategorial
KETAH,→ kutaha,,
KETAI,cari: berketai-ketai,,prakategorial
KETAK,"tiruan bunyi “tak, tak” (bunyi ketukan pada papan)",,
KETAL,zat yang dihasilkan dari percampuran dua molekul alkohol dan satu molekul keton,,
KETAM,terkatup rapat-rapat (kuat-kuat),,
KETAN,"beras pulut, kalau dimasak biasanya menjadi lengket atau lekat",,
KETAP,ketam (katup) rapat-rapat (tentang bibir),,
KETAR,gentar,,
KETAT,"erat melekat (sehingga sukar dicabut atau dilepaskan seperti keris pada sarungnya, sumbat pada botolnya)",,
KETEK,ketiak,,Melayu Jakarta
KETEL,cerek,,
KETES,tetes,,
KETIK,→ tik (2),,
KETIL,"potong (iris, karat, robek, sayat) sedikit-sedikit",,
KETIP,"gigitan binatang kecil (seperti agas, nyamuk)",,
KETIS,sentil,,
KETOK,ketuk,,
KETON,golongan senyawa organik yang sifatnya dinyatakan oleh gugus karbonil (C=O) yang mengikat dua senyawa C lain yang bervalensi satu seperti CH3,,Kimia
KETUA,orang yang tertua dan banyak pengalamannya (dalam suatu kampung dan sebagainya),,
KETUK,"tiruan bunyi seperti bunyi pukulan pada pintu, meja, dan sebagainya yang dibuat dari kayu",,
KETUL,"sebanyak isi tangan terkepal (tentang nasi, tanah, dan sebagainya)",,
KETUM,ketua umum,,Cakapan
KETUN,uang ringgit,,Klasik
KETUP,tiruan bunyi seperti kaki yang dientakkan di atas papan dan sebagainya,,
KETUR,tempat ludah (ketika makan sirih dan sebagainya),,
KETUS,keras dan tajam (tentang perkataan),pertanyaan itu dijawabnya dengan --,
KETUT,anak keempat dan kelipatannya,,Bali
KEWER,kain alas keris pengantin laki-laki yang dikenakan pada bagian depan di luar kain yang dipakainya (di Jawa Barat),,
KEWES,luwes sekali,,Jawa
KEWUH,→ ewuh (1),,
KHAFI,tersembunyi,,
KHAIR,elok,,Arab
KHAKI,warna cokelat muda serupa jerami padi kering,,
KHALI,"bebas (lepas, terhindar) dari","sebagai manusia, kita tidak -- dari kesalahan",Arab
KHASI,kasi,,
KHAUF,ketakutan,,
KHAUL,→ haul (2),,
KHIAR,pilihan yang terbaik antara dua perkara untuk dilaksanakan atau ditinggalkan,,
KHMER,kerajaan kuno di Asia Tenggara yang mencapai puncak kekuasaannya pada abad ke-11,,
KHOJA,saudagar (dari Persia atau Hindustan),,Klasik
KHUDU,→ khuduk,,
KIANG,"keranjang yang dibuat dari rotan, digunakan untuk mengangkut barang",,Benuaq
KIANI,takhta kerajaan,,Klasik
KIARA,pohon jenis fikus,,
KIASI,menurut kias (analogi),,
KIBAN,kompi bantuan,,Kemiliteran
KIBAR,"cari: berkibar, berkibar-kibar, berkibaran, kibaran, mengibar-ngibarkan, mengibarkan, pengibar, pengibaran",,prakategorial
KIBAS,gerakan seperti mengipas,,
KIBIK,→ kubik (2),,
KIBIR,menganggap dirinya lebih (kuat dan sebagainya),,
KIBOR,"seperangkat tombol atau bilah dalam satu atau beberapa baris yang digunakan untuk mengoperasikan sesuatu, seperti komputer atau alat musik",,Komputer
KIBUL,pantat,,Melayu Jakarta
KICAK,"penganan khas Yogyakarta yang lebih mudah ditemui pada bulan Puasa, dibuat dari beras ketan dicampur dengan kelapa muda dan buah nangka, kenyal, berasa gurih dan manis",,
KICAU,tiruan bunyi burung (terutama burung murai),,
KICEP,diam karena takut atau gelisah,murid itu langsung -- saat tertangkap basah mencuri,Cakapan
KICIK,kecil,,Arkais
KICUH,→ kecoh (1),,
KICUT,"tiruan bunyi “cut, cut”, seperti as roda yang kurang minyak",,
KIDAB,→ kizib,,
KIDAL,bersifat lebih terampil tentang anggota badan (tangan) bagian kiri daripada bagian kanan,,
KIDAM,terdahulu,Allah Swt. bersifat --,Arab
KIDAR,kisar,,Melayu Jakarta
KIDUL,selatan,,Jawa
KIJAG,"keranjang khas Bengkulu Selatan, terbuat dari rotan, berupa anyaman terawang vertikal, bagian pinggir atasnya bertelinga (digunakan untuk memasang tali yang akan diselempangkan pada pembawanya), digunakan oleh perempuan untuk membawa perlengkapan tata cara adat ketika berkunjung ke rumah mertua",,
KIJAI,"pohon, kayunya agak keras dan awet, berwarna kuning atau merah, dibuat bahan bangunan rumah dan sebagainya",,
KIJIL,"liana yang batangnya berduri, daunnya menjorong sampai melonjong, perbungaan memayung, buahnya bulat dan berwarna hijau, tumbuh di bioma  subtropis, tersebar dari India sampai Filipina",,Botani
KIJIP,→ kejap,,
KIKAN,dapat menggunakan kedua belah tangan (kiri dan kanan) dengan sama cakap,,
KIKAS,bekas yang masih tersisa,,Alas
KIKAV,kompi kavaleri,,akronim
KIKIH,"tiruan bunyi ‘kih, kih’ seperti orang tertawa agak tertahan",,
KIKIK,"tiruan bunyi ‘kik, kik’ seperti orang tertawa dengan tenggorok tertekan",,
KIKIL,"daging pada kaki kerbau, sapi, atau kambing",,
KIKIM,"suku bangsa yang mendiami pemukiman yang tersebar di daerah aliran sungai Kikim, Kabupaten Lahat, Provinsi Sumatra Selatan",,
KIKIR,"alat dari besi baja yang bergerigi, dipakai untuk meratakan (menajamkan dan sebagainya) sesuatu",Ayah mengambil -- untuk menajamkan mata gergaji,
KIKIS,"kerik (hilangkan, hapuskan, dan sebagainya) dengan benda tajam",,
KIKUK,canggung,ia merasa -- bergaul dengan orang-orang asing,
KIKUL,kulit pohon sagu yang keras,,Alune
KIKUS,"ikan laut jenis tenggiri, panjangnya mencapai 80 cm, hidup di perairan tropis, tersebar di perairan Pantai Barat India dan Srilangka sampai Thailand, Malaysia dan Jawa",,
KILAH,tipu daya,segala -- yang dijalankannya tidak memberi hasil yang diharapkan,
KILAI,kumparan benang untuk memintal,,
KILAN,jengkal,,Jawa
KILAP,gilap,,
KILAR,siput yang dapat dimakan,,
KILAS,"jerat atau gelang-gelang dari rotan (untuk mengikat kaki binatang, pengayuh, dan sebagainya)",,
KILAT,cahaya yang berkelebat dengan cepat di langit (petir dan sebagainya),-- sabung-menyabung,
KILAU,cahaya gemerlap,bagai -- intan berlian tampaknya,
KILIK,→ kelat bahu,,
KILIN,"ragam hias berupa hewan berkepala naga, berbadan rusa, bersisik, berekor singa, banyak terdapat pada batik Cirebon, berasal dari Tiongkok, melambangkan kekuasaan",,
KILIR,gosok,,
KILIT,memutar-mutar layang-layang di udara untuk melawan musuh atau mengait layang-layang lain yang putus di udara,,Melayu Jakarta
KILUS,cairan seperti susu yang diserap di usus yang berasal dari makanan selama pencernaan,,
KIMAH,harga,,Arab
KIMAR,→ himar,,
KIMAS,kompi markas staf,,akronim
KIMCI,"makanan khas Korea berupa acar pedas yang dibuat dari sayuran seperti kubis dan lobak yang digarami, dibumbui (dengan bawang putih, cabai merah, jahe, pasta ikan teri, dan sebagainya), kemudian difermentasikan",,Korea:
KIMIA,"ilmu tentang susunan, sifat, dan reaksi suatu unsur atau zat",,
KIMKI,"suku bangsa yang mendiami daerah perbatasan dengan Papua Nugini, sekitar daerah aliran sungai Sepik, Provinsi Papua",,
KIMLO,sayur berkuah (seperti sup),,
KIMPA,→ kimpal,,
KIMRI,"salah satu fase pertumbuhan buah kurma, pada fase ini buah kurma masih mentah, berwarna kehijau-hijauan, ukuran buah belum penuh, banyak mengandung air, belum dapat dikonsumsi",,
KIMUS,"bahan setengah cair, seperti bubur, terdapat di dalam lambung sebagai hasil pencernaan makanan",,
KINAN,bersifat lebih terampil menggunakan tangan kanan daripada tangan kiri,,
KINCA,air gula,,
KINJA,lompat,,
KINOA,"tanaman herba yang berasal dari pegunungan tinggi Andes, dibudidayakan untuk diambil bijinya sebagai bahan membuat tepung",,
KINTE,tunangan,,
KIOKO,"suku bangsa yang mendiami daerah di pulau Buton, Provinsi Sulawesi Tenggara",,
KIONG,→ keong,,
KIPAH,tutup kepala yang dipakai oleh laki-laki Yahudi,,
KIPAI,kibas-kibas,,
KIPAL,→ kimpal,,
KIPAM,komando intai para amfibi,,akronim
KIPAN,kompi senapan,,Kemiliteran
KIPAR,→ kepar,,
KIPAS,alat untuk mengibas-ngibas (supaya mendapat angin sejuk dan sebagainya),,
KIPER,penjaga gawang (pada sepak bola dan sebagainya),,Olahraga
KIRAB,"perjalanan bersama-sama atau beriring-iring secara teratur dan berurutan dari muka ke belakang dalam suatu rangkaian upacara (adat, keagamaan, dan sebagainya)","untuk menyongsong tahun baru 1 Sura, sebagian masyarakat melakukan --",
KIRAI,kibas-kibas supaya bersih,,
KIRAN,→ haji,,
KIRAP,kepak-kepakan,,
KIRAS,pohon yang kayunya dapat dijadikan bahan rumah dan sebagainya,,
KIRAU,masih mentah dan keras (tentang buah),,Arkais
KIRIK,mengirik,,
KIRIM,antar dengan perantara,,
KIRIP,siput laut yang enak dimakan,,
KIRIS,"pohon kayu, akarnya dipakai untuk ramuan obat dan buahnya dapat dimakan",,
KIRUH,keruh,,
KISAH,cerita tentang kejadian (riwayat dan sebagainya) dalam kehidupan seseorang dan sebagainya,,
KISAI,ayak,,
KISAM,"suku bangsa yang mendiami dusun-dusun di Kabupaten Ogan Komering Ulu, Provinsi Sumatra Selatan",,
KISAR,gerakan berputar pada porosnya,-- bumi,
KISAS,pembalasan yang setimpal dalam pelaksanaan hukum Islam (seperti hukuman bagi orang yang membunuh dibalas dengan membunuh lagi),,Agama Islam
KISAT,kering,,
KISIK,bisik,,Melayu Jakarta
KISTA,pembengkakan pada jaringan tubuh yang di dalamnya berongga dan berisi cairan kental menyerupai bubur,,
KISUT,"(ber)kedut karena kering, tua dan sebagainya",rambutnya sudah memutih dan kulitnya telah --,
KITAB,buku,-- bacaan,
KITAR,keliling,,
KITIK,pegang sampai timbul rasa geli,,
KITIN,"zat tanduk setengah bening, terdapat dalam rangka luar yang berfungsi sebagai kulit (pada serangga dan binatang lain, seperti kulit lebah)",,Zoologi
KITIR,surat keterangan pajak bumi yang harus dibayar oleh pemilik tanah,"untuk jual beli tanah hendaknya diteliti dulu hak milik, nomor --, sertifikat hak guna bangunan, dan sebagainya",Arkais
KITRI,pohon buah-buahan (di halaman),,
KIURI,"timun Jepang, bentuknya lebih lonjong dari timun lokal, warnanya hijau pekat, ada sedikit rasa pahit di ujung buahnya, cenderung memiliki rasa manis, segar, dan renyah",,Botani
KIZIB,dusta,fajar --,
KLAIM,tuntutan pengakuan atas suatu fakta bahwa seseorang berhak (memiliki atau mempunyai) atas sesuatu,pemerintah Indonesia akan mengajukan -- ganti rugi kepada pemilik kapal asing itu,
KLAYU,"ingin ikut pergi karena takut ditinggalkan, biasanya diiringi tangisan (tentang anak-anak)",anakku -- saat ibunya pergi ke pasar,Jawa
KLEDI,alat musik tiup dari Kalimantan,,
KLIEN,orang yang memperoleh bantuan hukum dari seorang pengacara dalam pembelaan perkara di pengadilan,pengacara itu menuntut perusahaan yang telah memalsukan merek dagang --nya,Hukum
KLISE,gambar negatif pada film potret,,
KLONA,kumpulan sel turunan dari sel induk tunggal dengan reproduksi aseksual,,Biologi
KLUET,suku bangsa di Provinsi Aceh,,
KLUWO,"penganan dibuat dari ketela, waluh, dan sebagainya, direbus dengan santan, diberi gula jawa dan sebagainya",,Jawa
KOAKS,→ kabel,,
KOALA,"mamalia berkantung menyerupai beruang, beratnya sekitar 7—15 kg, telinganya besar, membulat, dan berambut, tubuhnya berwarna abu-abu, kukunya tajam, pemanjat pohon, makanannya daun eukaliptus, banyak dijumpai di Australia",,
KOANA,lubang berbentuk corong pada rongga hidung belakang yang menuju ke pangkal kerongkongan,,Anatomi
KOANG,layang-layang hias,,Melayu Jakarta
KOBAH,gendang (genderang) besar,,Arkais
KOBAK,→ kubak,,
KOBAR,"cari: berkobar, berkobar-kobar, kobaran, mengkobarkan, mengobarkan, pengobar, pengobaran, terkobar, terkobarkan",,prakategorial
KOBER,makam,,Melayu Jakarta
KOBOH,busa sabun,,Gayo
KOBOI,penggembala sapi yang menaiki kuda (di Amerika),,
KOBOK,sekelompok (orang),,
KOBOY,→ koboi,,
KOBRA,"ular sendok besar yang sangat berbisa, terdapat di Asia dan Afrika",,
KOCAH,sangat sibuk,dirinya menjadi -- setelah menerima banyak pesanan makanan,Melayu Kep. Riau:
KOCAK,gerak bolak-balik (kanan-kiri) yang cepat (tentang benda cair),,
KOCEK,kantong,,
KOCOH,cari: terkocoh-kocoh,,prakategorial
KOCOK,guncang (tentang obat dalam botol dan sebagainya),-- dulu obat itu sebelum diminum,
KOCOR,alir (tentang air dari atas ke bawah),,
KODAK,alat untuk memotret,,
KODAL,komando kendali,,Kemiliteran
KODAM,komando daerah militer,,akronim
KODAU,komando daerah angkatan udara,,akronim
KODEK,perangkat yang mengodekan dan mendekodekan sinyal elektronik,,
KODIM,komando distrik militer,,akronim
KODOK,katak,,
KODYA,kota madya,,akronim
KOFTE,"makanan khas Turki yang berbahan daging sapi, kambing, atau ayam yang digiling dan dicampur bumbu, dimasak dengan cara direbus, dipanggang, atau digoreng, biasanya disajikan dengan salad dan saus",,Turki
KOGAB,komando gabungan,,akronim
KOHIR,surat atau daftar penetapan pajak,,
KOHOL,sipat (celak) mata,,Arkais
KOHOR,pengikut,,
KOJAH,→ khoja,,
KOJOH,penuh berisi air (tentang sawah),,Pertanian
KOJOL,tawa,,
KOJOR,meninggal dunia,,Kasar
KOKAH,jenis kera,,
KOKAM,"buah yang bentuknya, seperti asam, rasanya asam manis, masih berkerabat dengan manggis, digunakan sebagai bumbu pada masakan kari",,
KOKAS,arang sisa yang diperoleh setelah arang gas atau arang lemak dipanaskan,,
KOKOH,kukuh (tentang bangunan),menara yang juga berfungsi sebagai hotel itu berdiri --,
KOKOK,tiruan bunyi ayam jantan,"ketika fajar mulai merekah, terdengarlah -- ayam memecah kesunyian",
KOKOL,tumbuhan semacam resam (pakis),,
KOKON,kepompong ulat sutra,,
KOKOP,palka atau rumah tempat muatan pada perahu,,Madura
KOKOT,besi (kawat) yang dibengkokkan untuk memaut,,
KOKSA,ruas segmen pertama pada tungkai serangga,,
KOKUS,bakteri yang berbentuk bulat,,Biologi
KOLAB,kolaborasi,,Cakapan
KOLAH,→ kulah (1),,
KOLAK,"makanan yang dibuat dari pisang, ubi, dan sebagainya yang direbus dengan gula dan santan",,
KOLAM,ceruk di tanah yang agak luas dan dalam berisi air (untuk memiara ikan dan sebagainya),,
KOLBU,→ kalbu (1),,
KOLEK,"perahu kecil, dibuat dari batang kayu bertiang satu, berlayar, digunakan untuk mengangkut orang",,
KOLET,daerah perbatasan antara hipokotil dan akar,,Botani
KOLIK,"rasa nyeri yang amat sangat yang hilang dan timbul di daerah usus atau sekitarnya, seperti kolik batu empedu, kolik karena masuk angin, dan kolik bawasir",,Kedokteran dan Fisiologi
KOLIM,rakit  dari bambu yang menggunakan galah sebagai penggeraknya,,Melayu Jambi
KOLIN,→ kolina,,
KOLOK,→ kuluk,,
KOLOM,ruang antara dua garis tegak pada lembar kertas atau halaman buku,,
KOLON,bagian usus antara usus buntu dan poros usus,,Kedokteran dan Fisiologi
KOLOR,"tali celana, dan sebagainya (dari karet atau kain)",,
KOLOT,tidak modern,,
KOLUM,leher atau struktur berbentuk leher,,Zoologi
KOMAN,biasa,,Cakapan
KOMBO,"baju pengantin perempuan yang terbelah pada bagian depan, berlubang kepala sampai bagian atas dada",,Muna
KOMBU,ganggang laut yang banyak dipakai sebagai bumbu tradisional di Jepang,,
KOMEN,bagian kalimat yang memberi pernyataan tentang topik,,Linguistik
KOMET,"benda angkasa yang beredar mengelilingi matahari, bercahaya seperti bintang, bagian tengahnya bercahaya terang, dan berekor panjang menyerupai kabut",,Astronomi
KOMIK,"cerita bergambar (dalam majalah, surat kabar, atau berbentuk buku) yang umumnya mudah dicerna dan lucu",,
KOMIS,jabatan kantor di atas juru tulis,,Arkais
KOMPA,→ pompa,,
KOMPI,"bagian dari batalion, terdiri atas 150–200 orang, dipimpin oleh seorang berpangkat kapten",,Kemiliteran
KONAN,cari: mengonan,,prakategorial
KONCI,→ kunci,,
KONCO,kanca,,Jawa
KONDA,"suku bangsa yang mendiami daerah di sepanjang sungai Waromge bagian hilir sebelah selatan kota Teminabuan, Kabupaten Teminabuan, Provinsi Papua",,
KONDE,gelung rambut,,
KONDO,kondominium,,kependekan
KONGA,irama lagu ritual yang berasal dari Kuba,,Musik
KONGO,"negara yang terletak di Afrika Tengah, beribu kota Brazzaville",,
KONIS,berbentuk kerucut berpancung,,Elektronika
